credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
708,0,0,33,8,0.0,2,0,1,15246.83,0
641,0,1,65,6,38340.02,1,1,0,32607.77,1
527,1,0,28,2,123802.98,2,1,1,155846.69,0
592,0,1,37,3,96651.03,1,1,1,3232.82,0
465,0,1,33,8,0.0,2,1,0,177668.55,0
628,0,1,39,6,0.0,2,0,0,134441.6,0
678,0,1,43,1,133237.21,1,1,0,111032.79,1
570,0,0,61,6,142105.35,1,1,1,45214.04,0
815,0,1,37,1,166115.42,1,1,0,67208.3,0
817,0,0,37,6,81070.34,2,1,0,80985.88,0
717,0,1,35,4,0.0,1,1,1,167573.06,0
641,0,0,53,0,123835.52,2,0,1,160110.65,0
624,0,1,51,10,123401.43,2,1,1,127825.25,0
579,1,1,49,4,169377.31,1,1,1,123535.05,0
698,0,1,38,2,130015.24,1,1,1,41595.3,0
645,0,1,32,4,0.0,2,0,1,97628.08,0
691,0,1,34,8,133936.04,2,1,0,91359.79,0
638,0,1,34,6,114543.27,1,1,1,97755.29,0
705,0,0,31,3,119794.67,1,0,0,182528.44,0
720,0,1,33,9,0.0,2,1,1,142956.48,0
553,2,1,44,4,0.0,1,1,0,10789.3,0
658,0,0,29,8,0.0,2,0,1,130461.09,0
648,1,0,32,8,157138.99,3,1,0,190994.48,1
636,2,1,45,3,0.0,2,1,1,159463.8,0
527,1,0,41,10,136733.24,1,1,1,57589.29,0
717,1,0,28,9,82498.14,2,0,0,40437.67,0
614,2,1,39,3,151914.93,1,0,0,56459.45,0
737,0,1,43,0,80090.93,1,1,0,39920.0,1
587,2,1,51,3,83739.32,1,0,1,148798.45,0
682,0,0,35,2,181166.44,1,1,1,63737.19,1
710,0,1,38,3,130588.82,1,1,1,154997.64,0
507,0,1,42,6,0.0,2,1,0,34777.23,0
609,1,1,33,6,94126.67,1,0,0,93718.16,0
786,0,1,32,9,0.0,2,1,0,133112.41,0
688,0,1,38,7,148045.68,1,1,0,175479.92,1
710,0,1,38,2,0.0,2,1,0,96.27,0
779,2,1,33,3,0.0,2,1,0,30804.68,0
733,0,0,44,6,168165.84,1,0,1,197193.49,0
583,1,0,26,10,72835.56,2,1,0,96792.15,0
627,0,1,41,3,0.0,2,1,0,132719.8,0
666,1,1,31,3,123212.08,2,1,1,112157.31,0
620,2,1,38,0,0.0,2,1,1,38015.34,0
614,2,0,39,6,0.0,2,1,1,164018.98,0
606,0,1,40,6,119501.88,2,1,0,46774.94,0
700,1,0,39,5,144550.83,2,1,1,189664.43,0
677,1,1,34,3,126729.41,1,1,1,26106.39,1
850,1,1,36,5,119984.07,1,1,0,191535.11,1
564,0,1,35,4,0.0,1,1,0,158937.55,0
771,2,0,56,2,0.0,1,1,1,25222.6,1
620,2,1,42,9,121490.05,1,1,1,29296.74,0
610,2,1,46,5,91897.8,1,1,0,54394.28,0
609,2,1,39,2,139443.75,2,1,0,9234.06,0
683,1,1,35,5,144961.97,1,0,1,26796.73,0
633,1,1,42,3,126041.02,1,0,1,11796.89,0
676,1,1,28,1,69459.05,2,1,1,128461.29,0
693,0,1,38,7,198338.77,2,1,1,14278.18,0
709,0,1,36,0,0.0,2,1,0,46811.77,0
569,1,1,35,2,109196.66,3,1,0,109393.19,1
684,2,0,38,3,134168.5,3,1,0,3966.5,1
565,0,1,34,6,0.0,1,1,1,63173.64,0
681,0,1,29,8,0.0,1,1,0,66367.33,0
503,2,0,36,9,0.0,2,1,1,16274.67,0
656,0,1,40,2,0.0,2,1,1,180553.48,0
566,1,1,65,4,120100.41,1,1,0,107563.16,1
592,0,0,62,5,0.0,1,1,1,100941.57,0
687,2,0,50,5,0.0,2,1,0,110230.4,0
686,2,1,22,8,0.0,2,0,0,142331.85,0
616,2,1,30,2,0.0,2,1,0,199099.51,0
494,2,1,67,5,0.0,2,1,1,85890.16,0
534,0,1,38,3,0.0,1,0,0,143938.27,0
695,2,0,31,8,0.0,2,0,1,131644.41,0
579,2,0,31,9,0.0,2,1,0,112395.98,0
432,1,1,38,2,135559.8,2,1,1,71856.3,0
816,1,0,25,2,150355.35,2,1,1,35770.84,0
730,0,0,37,1,0.0,2,1,1,124364.63,0
593,0,0,35,6,133489.12,2,1,1,78101.29,0
715,1,0,37,9,105489.31,1,0,0,143096.49,1
775,1,1,25,10,60205.2,2,1,0,14073.11,0
539,0,1,38,5,0.0,2,1,0,47388.41,0
576,2,1,19,6,0.0,2,0,0,72306.07,0
617,2,1,50,7,0.0,1,1,0,184839.7,1
688,0,1,40,6,0.0,1,1,1,47886.44,0
608,0,1,33,4,0.0,1,0,1,130474.03,0
597,2,1,35,9,0.0,3,0,1,73181.39,1
670,0,0,42,6,112333.63,1,1,1,65706.86,0
616,1,0,57,7,116936.81,1,1,1,104379.36,0
579,1,0,50,5,117721.02,1,0,1,192146.63,1
786,0,1,37,7,165896.22,2,1,1,66977.68,0
704,2,0,44,9,153656.85,1,1,0,158742.81,0
796,0,0,50,1,94164.0,1,1,1,189414.74,0
598,2,1,39,1,0.0,2,1,0,159130.32,0
602,0,1,49,0,191808.73,1,0,0,97640.2,0
619,0,1,58,5,152199.33,1,1,1,86022.09,0
492,1,0,52,8,125396.24,1,1,0,10014.72,1
641,1,1,41,7,104405.54,3,1,0,17384.21,0
518,0,0,27,1,133801.49,1,1,1,143315.57,0
623,2,0,40,4,0.0,3,1,0,31669.18,0
733,0,0,28,5,0.0,2,0,0,12761.16,0
625,1,1,42,6,100047.33,1,1,0,93429.95,0
759,0,0,31,1,109848.6,1,1,1,42012.55,0
604,0,0,32,7,127849.38,1,1,0,15798.7,0
512,2,0,46,3,0.0,2,1,1,56408.14,0
520,0,0,29,8,95947.76,1,1,0,4696.44,0
805,2,1,26,2,0.0,2,1,1,25042.1,0
626,0,1,43,4,137638.69,1,1,0,130442.08,1
656,0,1,38,10,0.0,1,1,1,136521.82,0
785,2,1,41,7,0.0,2,1,1,199108.88,0
553,0,1,31,6,0.0,2,0,0,124596.63,0
569,0,0,44,4,0.0,2,0,0,134394.78,0
670,0,1,38,10,89416.99,1,0,0,144275.39,0
586,2,1,42,6,0.0,2,1,1,123410.23,0
617,2,0,45,1,0.0,1,1,0,143298.06,0
508,0,0,60,7,143262.04,1,1,1,129562.74,0
624,2,0,35,7,119656.45,2,1,1,4595.05,0
654,0,1,29,4,132954.64,1,1,1,146715.07,0
681,1,0,44,3,105206.7,2,1,1,163558.36,0
578,2,1,28,4,0.0,2,0,0,6947.09,0
621,2,0,37,9,83061.26,2,1,0,9170.54,0
632,0,1,40,5,147650.68,1,1,1,199674.83,0
644,0,1,44,5,73348.56,1,1,0,157166.79,1
821,0,1,28,2,0.0,2,1,0,46072.52,0
754,0,0,38,2,0.0,2,0,0,3524.69,0
568,2,0,27,1,116320.68,1,0,1,45563.94,0
584,0,1,33,3,0.0,2,0,1,59103.13,0
549,0,0,29,8,0.0,2,1,1,189558.44,0
729,0,0,38,7,0.0,2,0,0,45779.9,0
523,0,1,61,8,66250.71,1,1,1,21859.06,0
477,1,0,24,2,95675.62,2,0,0,162699.7,1
675,1,1,42,2,92616.64,2,1,0,8567.18,0
782,2,0,41,4,0.0,1,1,0,132943.88,0
616,2,0,36,6,0.0,1,1,1,12916.32,1
738,2,0,37,8,100565.94,1,1,1,128799.86,0
717,2,0,42,5,190305.78,1,1,0,99347.8,1
526,1,0,35,9,118536.4,1,1,0,40980.87,1
660,0,1,19,5,127649.64,1,1,1,40368.65,0
525,0,1,35,7,165358.77,1,0,1,94738.54,0
629,2,1,29,6,0.0,2,1,1,88842.8,0
616,1,0,36,10,78249.53,1,1,0,136934.91,0
521,1,0,61,0,125193.96,1,1,1,109356.53,0
691,0,0,29,9,0.0,2,0,0,199635.93,0
687,1,0,41,2,154007.21,1,1,0,158408.23,0
677,2,0,43,3,133214.88,2,1,1,95936.84,0
695,2,1,63,1,146202.93,1,1,1,126688.83,1
663,0,0,27,9,0.0,2,1,0,150850.29,0
496,0,1,30,0,90963.49,1,0,1,27802.0,0
747,2,1,41,9,0.0,1,1,0,32430.94,1
546,0,0,52,2,0.0,1,1,0,137332.37,1
706,2,1,68,4,114386.85,1,1,1,28601.68,0
472,0,0,26,5,0.0,2,1,0,108411.66,0
703,0,0,40,7,0.0,2,0,1,122518.5,0
850,0,0,38,2,0.0,2,1,0,9015.07,0
667,2,1,71,4,137260.78,1,0,1,94433.08,1
559,0,1,33,9,111060.05,2,1,0,110371.84,0
636,2,1,60,7,124447.73,1,1,1,141364.62,1
672,0,0,34,8,0.0,2,1,1,16245.25,0
667,0,1,42,7,0.0,1,0,1,108348.94,1
648,1,1,33,7,135310.41,2,0,1,171668.2,0
497,0,1,32,8,0.0,2,1,0,67364.42,0
743,0,0,73,6,0.0,2,0,1,107867.38,0
619,0,1,29,5,0.0,2,1,0,194310.1,0
639,2,1,34,5,139393.19,2,0,0,33950.08,0
540,2,1,28,8,0.0,2,0,0,197588.32,0
766,0,0,26,3,104258.8,1,1,1,428.23,0
749,0,0,26,6,0.0,2,0,1,34948.77,0
655,1,1,32,9,113447.01,1,1,0,82084.3,0
630,0,1,33,9,0.0,2,1,0,64804.59,0
778,1,0,33,4,111063.73,2,1,0,83556.65,0
757,1,0,30,6,161378.02,1,0,0,71926.28,1
529,2,0,39,2,82766.43,1,1,1,122925.44,0
620,2,1,29,9,0.0,2,1,0,13133.88,0
615,0,0,61,1,104267.7,1,1,0,62845.64,1
735,0,0,25,3,91718.8,1,0,0,28411.23,0
705,2,0,47,3,63488.7,1,0,1,28640.92,1
644,2,0,46,6,12459.19,1,0,0,156787.34,1
505,1,0,37,6,159863.9,2,0,1,125307.87,0
471,1,1,23,6,104592.55,2,1,0,131736.23,0
722,2,0,50,4,132088.59,1,1,1,128262.14,0
577,2,0,39,4,0.0,2,1,0,91366.42,0
744,2,1,44,5,120654.68,1,1,0,82290.81,0
573,0,0,30,6,0.0,2,1,0,66190.21,0
653,0,0,32,4,83772.95,1,0,1,23920.65,0
660,0,0,31,6,172325.67,1,0,1,45438.38,0
787,0,1,46,7,117685.31,2,1,1,93360.35,0
617,0,1,41,7,0.0,2,0,1,14496.67,0
567,0,1,39,5,0.0,2,0,0,168521.72,0
682,2,0,64,9,0.0,2,1,1,103318.44,0
684,0,1,35,6,135871.5,1,1,1,87219.41,0
447,0,1,41,3,0.0,4,1,1,197490.39,1
625,1,0,49,4,128504.76,1,1,0,126812.63,1
585,0,1,36,7,0.0,2,1,0,94283.09,0
516,0,0,42,8,56228.25,1,1,0,46857.52,0
732,1,0,45,6,98792.4,1,1,0,81491.7,1
628,1,1,40,5,181768.32,2,1,1,129107.97,0
682,2,0,48,9,101198.01,1,1,1,49732.9,0
746,0,1,25,9,0.0,2,0,1,88728.47,0
655,0,0,60,3,0.0,2,1,1,86981.45,0
644,0,0,39,9,0.0,1,1,0,3740.93,0
778,0,1,34,5,139064.06,2,0,0,67949.32,0
617,0,0,35,2,104508.1,1,1,1,147636.46,0
660,1,1,35,9,113948.58,1,1,0,188891.96,1
537,0,1,47,10,0.0,2,0,1,25482.62,0
554,0,0,39,10,0.0,2,1,1,18391.93,0
806,0,1,31,9,0.0,2,0,1,140168.36,0
611,1,1,37,1,117524.72,2,0,1,161064.29,0
665,0,0,37,5,160389.82,1,0,1,183542.08,0
648,0,0,37,7,0.0,2,1,0,194238.92,0
692,0,1,27,1,125547.53,1,0,0,7900.46,0
507,2,1,46,6,92783.68,1,1,1,51424.29,0
696,1,1,49,5,97036.22,2,1,0,152450.84,1
681,0,1,34,3,0.0,2,0,0,55816.2,0
687,0,0,26,6,0.0,2,1,1,32909.13,0
641,2,1,40,5,102145.13,1,1,1,100637.07,0
507,0,0,33,1,113452.66,1,0,0,142911.99,0
688,2,0,46,8,155681.72,1,1,0,26287.21,0
535,1,1,38,8,127475.24,1,0,0,60775.76,1
701,0,1,41,10,0.0,2,1,1,146257.77,0
488,0,1,43,10,112751.13,1,1,1,28332.0,0
539,0,0,29,4,0.0,2,1,1,100919.19,0
674,0,1,45,7,144889.18,1,1,1,102591.9,1
538,2,1,40,8,0.0,2,1,1,25554.4,0
829,0,0,22,7,150126.44,1,1,0,152107.93,1
768,0,1,54,8,69712.74,1,1,1,69381.05,0
585,2,0,44,4,0.0,2,0,1,101728.46,0
581,0,1,31,3,0.0,2,0,0,89040.61,0
682,1,0,35,2,117438.92,2,1,1,16910.98,0
653,0,1,38,8,119315.75,1,1,0,150468.35,0
712,0,0,30,1,89571.59,1,1,1,177613.19,0
620,1,0,34,8,102251.57,1,1,0,120672.09,0
709,0,1,42,9,118546.71,1,0,1,77142.85,0
832,0,1,61,2,0.0,1,0,1,127804.66,1
635,2,1,38,0,103257.14,1,0,0,158344.63,0
749,2,0,43,1,124209.02,1,1,1,167179.48,0
629,2,1,32,3,0.0,2,1,1,15404.64,0
836,2,0,41,7,150302.84,1,1,1,156036.19,0
542,2,1,34,8,108653.93,1,0,1,144725.14,0
645,0,0,45,8,85325.93,1,0,0,22558.74,0
844,0,0,29,8,0.0,2,0,0,147342.03,0
747,1,1,37,9,135776.36,3,1,0,85470.45,1
645,0,1,40,6,131411.24,1,1,1,194656.11,0
752,2,0,36,3,0.0,2,1,1,48505.1,0
760,2,0,41,6,0.0,2,0,0,101491.23,0
714,1,0,45,9,106431.97,2,1,1,164117.69,0
717,0,1,50,9,90305.76,1,1,1,124626.57,0
645,1,1,28,7,117466.03,2,1,1,34490.06,0
681,0,1,32,3,148884.47,2,1,1,90967.37,0
681,1,0,44,4,91115.76,2,0,0,24208.84,1
679,1,0,37,8,77373.87,2,0,1,174873.09,0
528,2,1,23,7,104744.89,1,1,0,170262.97,0
710,0,0,31,3,0.0,2,1,1,112289.06,0
733,1,1,39,5,91538.51,1,1,1,93783.0,0
724,0,0,32,6,0.0,2,1,1,150026.79,0
726,0,0,34,0,185734.75,1,1,1,102036.82,0
520,0,1,30,3,143396.54,2,1,1,898.51,0
556,0,1,40,5,125909.85,1,1,1,95124.4,0
579,0,0,45,2,0.0,2,0,0,11514.39,0
674,0,1,36,2,154525.7,1,0,1,27468.72,0
570,0,0,29,0,0.0,1,1,0,37092.43,0
631,0,1,51,8,100654.8,1,1,0,171587.9,0
623,2,1,44,1,83325.77,1,0,1,80828.78,0
665,0,1,35,8,110934.54,1,1,0,169287.99,0
523,2,0,36,8,113680.54,1,0,0,13197.44,0
706,1,1,31,1,117020.08,2,1,0,54439.53,0
619,0,0,49,9,145359.99,1,1,0,38186.85,0
593,1,0,39,8,151391.68,1,1,0,27274.6,1
608,2,1,66,8,123935.35,1,1,1,65758.19,0
526,0,0,36,0,0.0,2,1,0,97767.63,0
684,2,1,40,2,70291.02,1,1,1,115468.84,1
604,1,0,42,10,166031.45,1,1,0,98293.14,0
636,1,1,36,6,96643.32,1,0,0,182059.28,0
669,2,0,33,8,0.0,2,0,1,128538.05,0
624,0,1,71,7,0.0,2,1,1,108841.83,0
631,0,1,29,2,0.0,2,1,1,18581.84,0
753,0,1,48,4,0.0,2,0,1,146821.42,0
588,0,1,40,5,0.0,2,0,0,100727.68,0
729,1,1,26,4,97268.1,2,1,0,39356.38,0
602,0,0,42,10,0.0,2,0,0,169921.11,1
689,1,0,55,1,76296.81,1,1,0,42364.75,1
486,2,1,27,7,0.0,2,1,0,28823.04,0
809,1,0,42,6,64497.94,3,0,1,182436.81,1
562,0,1,38,5,0.0,1,1,0,115700.2,0
763,2,0,32,8,0.0,2,1,0,16725.53,0
669,0,1,57,5,0.0,2,1,1,56875.76,0
709,0,1,39,8,0.0,2,1,0,56214.09,0
554,2,0,45,4,0.0,2,1,1,193412.05,0
699,0,1,37,10,0.0,2,0,0,83263.04,0
732,2,1,54,0,134249.7,1,0,1,13404.4,0
625,0,0,45,3,0.0,1,1,1,184474.15,1
599,0,1,30,9,105443.68,1,1,1,121124.53,0
584,2,0,50,1,0.0,1,0,1,152567.75,1
499,0,1,35,10,0.0,2,1,0,10722.54,0
526,2,1,38,2,0.0,2,0,0,58010.98,0
625,1,0,35,5,86147.46,2,1,0,163440.8,1
537,2,0,38,1,96939.06,1,1,1,102606.92,0
696,2,1,47,1,106758.6,1,1,1,80591.18,0
679,0,0,33,9,112528.65,2,1,0,177362.45,0
684,0,1,60,2,116563.58,1,1,0,120257.7,1
850,0,1,32,4,0.0,1,1,1,180622.02,0
495,2,0,42,7,0.0,2,0,0,130404.53,0
537,2,0,38,6,141786.78,1,0,1,147797.54,0
850,0,1,41,3,136416.82,1,0,1,57844.26,0
513,0,1,30,5,0.0,2,1,0,162523.66,0
618,1,0,40,1,133245.52,2,1,1,54495.82,0
802,1,0,41,4,90757.64,2,0,1,169183.66,0
547,0,1,43,1,92350.36,1,0,1,80262.91,0
613,1,1,69,9,78778.49,1,0,1,8751.59,0
592,1,0,34,6,102143.93,2,1,1,102628.98,0
546,0,1,29,5,0.0,1,1,1,94823.95,0
721,1,1,37,4,98459.6,1,0,0,90821.66,0
671,1,0,47,7,114603.76,2,1,0,153194.32,1
624,2,1,35,2,0.0,2,1,0,87310.59,0
751,1,0,51,7,148074.79,1,1,0,146411.41,1
636,2,1,36,1,0.0,3,1,1,74048.1,1
607,2,0,62,8,108004.64,1,1,1,23386.77,1
509,1,0,29,0,107712.57,2,1,1,92898.17,0
653,2,1,35,9,0.0,2,1,1,45956.05,0
709,2,0,37,8,0.0,3,1,0,71738.56,0
559,0,1,32,9,145303.52,1,1,0,103560.98,0
684,1,1,37,4,138476.41,2,1,1,52367.29,0
635,0,0,27,8,127471.56,1,1,1,152916.05,1
709,0,1,26,6,156551.63,1,0,1,4410.77,0
656,1,0,49,9,97092.87,1,1,0,74771.22,1
793,0,1,32,2,0.0,2,1,0,193817.63,1
609,2,1,37,5,129312.79,1,1,1,26793.82,0
618,1,0,29,10,100315.1,2,1,1,32526.64,0
850,0,0,35,6,81684.97,1,1,0,824.0,0
669,2,1,51,3,88827.53,1,0,0,85250.77,1
594,1,1,40,0,152092.44,2,1,1,83508.93,0
616,2,1,71,4,0.0,2,1,1,173599.38,0
676,0,0,49,1,0.0,1,1,0,79342.31,1
608,2,0,38,9,102406.76,1,0,1,57600.66,0
710,0,1,21,4,109130.96,2,1,1,56191.99,0
695,0,1,29,5,0.0,2,1,1,6770.44,0
530,1,1,33,9,75242.28,1,0,1,101694.67,0
509,2,1,29,1,0.0,2,1,0,69113.14,0
517,0,0,45,4,0.0,1,0,0,172674.36,1
758,1,1,33,0,129142.54,2,1,1,26606.28,0
665,0,1,51,2,0.0,1,0,0,53353.36,0
631,1,0,22,6,139129.92,1,1,1,63747.51,0
576,2,1,33,3,0.0,2,0,1,190112.05,0
544,2,1,22,3,66483.32,1,0,1,110317.39,0
596,1,1,40,5,62389.03,3,1,0,148623.43,1
481,0,0,34,5,0.0,2,1,1,125253.46,0
498,0,1,46,1,91857.66,1,1,0,101954.78,1
512,2,1,31,6,0.0,2,1,0,168462.26,0
594,0,0,56,7,0.0,1,1,0,26215.85,1
570,0,0,30,10,176173.52,1,1,0,97045.32,1
721,2,1,38,7,0.0,1,0,1,53534.8,0
453,0,0,37,4,131834.76,2,1,0,8949.2,0
562,0,1,48,3,92347.96,1,1,1,163116.75,0
682,0,1,40,4,0.0,2,1,1,140745.91,0
748,0,1,40,3,95297.11,1,0,0,171515.84,0
729,0,0,32,9,0.0,2,0,0,150803.44,0
663,0,1,39,4,0.0,1,1,0,76884.05,0
735,0,0,53,8,123845.36,2,0,1,170454.93,1
627,1,1,62,3,143426.34,2,1,1,143104.3,0
713,0,1,46,5,0.0,1,1,1,55701.62,0
562,1,1,31,2,112708.2,1,0,1,186370.3,0
632,0,1,43,2,100013.51,1,1,0,24275.32,0
479,0,0,33,2,208165.53,1,0,0,50774.81,1
658,2,1,21,7,0.0,2,0,1,154279.87,0
598,0,0,40,9,0.0,1,1,0,68462.59,1
597,0,1,19,2,0.0,2,1,1,91036.74,0
512,0,0,33,6,121685.31,2,1,1,83681.97,0
704,0,1,39,2,111525.02,1,1,0,199484.96,0
474,0,1,26,6,0.0,2,0,0,152491.22,0
604,1,1,36,10,113546.3,1,1,1,134875.37,0
683,0,1,41,6,95696.52,2,1,1,184366.14,0
537,0,1,28,0,88963.31,2,1,1,189839.93,0
794,2,1,31,0,144880.34,2,0,1,175643.44,0
732,0,1,55,9,136576.02,1,0,1,3268.17,1
495,0,0,38,2,63093.01,1,1,1,47089.72,0
552,1,1,38,10,132271.12,2,1,1,46562.02,0
602,0,0,29,3,88814.4,2,1,1,62487.97,0
607,1,1,40,5,90594.55,1,0,1,181598.25,0
675,1,0,33,0,141816.25,1,1,0,64815.05,1
443,0,0,54,3,138547.97,1,1,1,70196.23,1
727,0,0,31,2,52192.08,2,0,1,160383.47,0
482,0,1,38,4,124976.19,1,1,0,35848.12,0
686,0,0,34,1,0.0,2,1,0,87278.48,0
588,1,1,35,3,104356.38,1,1,0,94498.82,0
605,2,0,48,10,150315.92,1,0,1,133486.36,0
583,0,1,39,1,129299.28,2,1,0,73107.6,0
738,1,1,37,7,140950.92,2,1,0,195333.98,0
744,2,1,30,1,128065.12,1,1,0,121525.48,0
781,0,1,23,2,107433.48,1,1,0,173843.21,0
699,0,1,34,2,117468.67,1,1,0,185227.42,0
639,0,0,27,2,0.0,2,0,0,125244.18,0
583,0,0,27,4,0.0,3,1,0,163113.41,0
587,0,1,42,1,0.0,1,0,0,123006.91,0
694,0,1,40,9,0.0,2,1,0,40463.03,0
570,0,0,29,4,153040.03,1,1,1,131363.57,1
692,1,1,45,6,142084.04,4,1,0,188305.85,1
511,0,0,30,5,0.0,2,1,0,143994.86,0
788,0,1,32,4,112079.58,1,0,0,89368.59,0
526,2,1,66,7,132044.6,2,1,1,158365.89,0
749,2,0,46,9,66582.81,1,1,0,78753.12,1
691,0,0,33,6,0.0,2,1,1,100408.31,0
481,0,0,39,6,0.0,1,1,1,24677.54,0
752,0,1,33,4,0.0,2,1,1,39570.78,0
658,0,0,38,6,102895.1,1,0,0,155665.76,0
679,2,1,42,2,0.0,1,1,1,168294.27,0
754,1,1,27,7,117578.35,2,0,1,87908.01,0
679,0,1,47,10,198546.1,2,1,0,191198.92,1
633,2,0,39,2,0.0,2,0,0,191207.03,0
674,0,0,31,1,0.0,1,1,0,128954.05,0
600,1,1,28,2,116623.31,1,0,1,59905.29,0
645,2,1,49,8,0.0,2,1,0,162012.6,0
698,0,1,36,6,0.0,2,0,1,19231.98,0
508,2,1,54,10,0.0,1,1,1,175749.36,0
555,0,0,44,3,105770.7,3,1,0,60533.96,1
751,0,0,48,9,0.0,1,1,0,137508.42,1
738,0,0,39,1,94435.45,2,0,1,189430.86,0
706,1,0,39,8,112889.91,1,0,1,6723.66,0
595,0,0,53,7,0.0,2,1,0,41371.68,1
577,1,0,43,3,127940.47,1,0,0,125140.72,1
578,1,0,36,8,129745.1,1,1,1,143683.75,0
699,0,1,32,3,0.0,2,1,1,170770.44,0
826,0,0,30,5,0.0,2,0,1,157397.57,0
656,1,0,46,7,141535.52,1,1,0,50595.15,1
556,0,0,47,2,139914.27,1,1,1,50390.98,0
569,0,1,41,4,120243.49,1,1,0,163150.03,1
765,0,1,34,9,91835.16,1,0,0,138280.17,0
544,2,1,37,2,0.0,2,0,0,135067.02,0
588,2,0,22,9,67178.19,1,1,1,163534.75,1
740,2,0,31,8,0.0,2,0,0,86657.48,0
850,2,1,38,7,115378.94,1,0,1,162087.82,0
766,1,1,30,4,127786.28,2,1,1,28879.3,0
849,0,0,41,6,0.0,2,1,1,169203.51,1
612,0,0,33,0,64900.32,2,1,0,102426.12,0
517,1,1,53,0,109172.88,1,1,0,54676.1,1
645,0,0,55,7,0.0,2,1,1,18369.33,0
696,1,1,43,4,114091.38,1,0,1,159888.1,0
716,0,0,40,3,0.0,2,0,1,167636.15,0
590,0,1,32,9,0.0,2,1,0,138889.15,0
656,0,0,45,7,145933.27,1,1,1,199392.14,0
473,1,0,35,7,131504.73,1,1,0,189560.43,0
742,1,0,44,8,107926.02,1,0,1,17375.27,1
834,1,0,57,8,112281.6,3,1,0,140225.14,1
721,0,1,41,7,0.0,2,0,1,61018.85,0
590,2,1,29,10,0.0,1,1,1,51907.72,1
516,2,0,31,7,0.0,1,1,0,47018.75,0
850,0,1,33,0,124781.67,1,0,1,33700.52,0
748,0,0,39,9,132865.56,1,1,1,59636.43,1
798,1,0,38,4,129055.13,1,1,0,157147.59,0
612,1,1,76,6,96166.88,1,1,1,191393.26,0
540,0,0,40,3,165298.12,1,0,1,199862.75,0
719,2,0,33,7,0.0,2,1,0,20016.59,0
598,0,1,48,6,120682.53,1,1,0,30635.52,1
796,2,1,32,5,102773.15,2,0,1,117832.88,0
579,1,1,42,0,144386.32,1,1,1,22497.1,1
850,1,0,40,7,104449.8,1,1,1,747.88,0
599,2,1,35,6,137102.65,1,0,0,76870.81,0
724,0,0,30,9,142475.87,1,1,1,107848.24,0
508,0,0,43,9,0.0,1,1,0,103726.71,0
773,2,1,37,2,103195.2,2,1,0,178268.36,0
526,0,1,28,1,112070.44,1,0,1,126281.83,0
542,0,0,29,7,0.0,2,0,1,196651.72,0
470,0,1,35,1,96473.59,1,0,0,5962.3,0
805,2,1,37,5,0.0,2,1,0,21928.81,0
548,1,1,49,9,108437.89,1,0,0,127022.87,1
672,0,1,37,5,153195.59,1,1,1,162763.01,0
773,0,1,45,8,96877.21,1,1,1,113950.51,0
614,0,1,44,6,0.0,2,0,1,104930.46,0
537,0,0,38,10,0.0,1,0,0,52337.97,1
704,0,0,40,6,95452.89,1,0,1,179964.55,0
586,2,1,41,3,63873.56,1,1,0,83753.64,0
677,0,0,24,0,148298.59,2,0,0,182913.95,0
558,2,0,31,7,0.0,2,1,0,166720.28,0
634,1,0,37,7,143258.85,2,1,0,192721.98,0
655,1,1,37,9,121342.24,1,1,1,180241.44,0
619,1,0,28,6,99152.73,2,1,0,48475.12,0
662,0,0,41,4,0.0,2,1,0,126551.48,0
705,2,1,33,7,68423.89,1,1,1,64872.55,0
527,2,0,35,8,0.0,1,1,0,98031.53,1
630,1,0,25,7,79656.81,1,1,0,93524.22,0
850,0,1,35,2,0.0,2,1,1,56991.66,0
668,0,0,53,10,110240.04,1,0,0,183980.56,1
573,0,0,32,9,125321.84,2,1,1,130234.63,0
680,0,1,27,3,0.0,1,1,0,32454.26,0
758,0,0,32,2,84378.9,1,1,1,75396.43,0
597,0,1,45,7,0.0,2,0,0,167756.45,0
580,1,1,35,10,136281.41,2,1,1,24799.47,0
622,0,1,59,5,119380.37,1,1,1,60429.43,0
638,1,1,62,4,108716.59,2,1,1,74241.09,0
640,0,0,20,4,0.0,2,0,1,78310.82,0
644,2,1,28,0,0.0,2,1,0,119419.37,0
753,0,0,31,6,106596.29,1,0,0,91305.77,0
629,0,0,37,10,99546.25,3,0,1,25136.95,1
775,0,0,30,5,0.0,1,1,0,193880.6,1
701,0,0,41,2,0.0,1,1,0,47856.78,0
708,2,1,19,7,112615.86,1,1,1,4491.77,0
521,2,0,22,10,0.0,1,1,1,101311.95,0
636,0,0,24,9,0.0,2,0,1,38830.72,0
529,0,0,31,5,0.0,2,1,0,26817.23,0
757,0,1,28,3,75381.15,1,1,1,199727.72,0
767,2,0,24,5,0.0,2,1,1,67445.85,0
525,2,1,33,5,0.0,2,1,0,161002.29,0
759,2,1,38,1,0.0,2,1,0,20778.39,0
520,1,0,45,1,123086.39,1,1,1,41042.4,1
738,0,0,26,3,0.0,2,1,0,67484.16,0
548,2,1,37,4,0.0,1,1,0,121763.68,0
535,2,1,48,9,109472.47,1,1,0,157358.43,1
615,2,1,59,4,155766.05,1,1,1,110275.17,0
850,1,1,38,7,101985.81,2,0,0,43801.27,0
487,0,0,34,2,96019.5,1,0,0,9085.0,0
